return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost,restockable
RET-001083,ORD-019598,2024-08-05,Item Defective,37.02,49.21,True
RET-001084,ORD-019629,2024-07-29,Late Delivery,35.05,44.93,True
RET-001085,ORD-019660,2024-09-15,Wrong Size / Fit,36.01,41.26,False
RET-001086,ORD-019664,2024-08-26,Item Defective,79.76,40.85,True
RET-001087,ORD-019665,2024-07-27,Wrong Size / Fit,122.13,45.46,True
RET-001088,ORD-019693,2024-06-01,Wrong Size / Fit,373.78,47.98,True
RET-001089,ORD-019699,2024-04-30,Late Delivery,144.1,50.59,False
RET-001090,ORD-019719,2024-09-04,Item Defective,51.34,50.03,True
RET-001091,ORD-019726,2024-05-05,Late Delivery,258.68,40.77,True
RET-001092,ORD-019757,2024-07-27,Late Delivery,166.05,49.6,True
RET-001093,ORD-019828,2024-07-11,Buyer Remorse,142.84,35.38,True
RET-001094,ORD-019833,2024-07-27,Wrong Size / Fit,154.63,47.5,True
RET-001095,ORD-019841,2024-09-20,Wrong Size / Fit,241.79,50.9,True
RET-001096,ORD-019858,2024-08-26,Item Defective,233.64,37.79,True
RET-001097,ORD-019926,2024-08-13,Item Defective,167.97,46.1,False
RET-001098,ORD-019939,2024-08-18,Wrong Size / Fit,160.19,39.26,True
RET-001099,ORD-020011,2024-06-29,Wrong Size / Fit,95.2,44.76,True
RET-001100,ORD-020032,2024-06-06,Buyer Remorse,445.4,46.41,True
RET-001101,ORD-020040,2024-05-17,Wrong Size / Fit,1038.26,44.75,True
RET-001102,ORD-020077,2024-07-19,Wrong Size / Fit,173.42,51.86,True
RET-001103,ORD-020080,2024-09-21,Buyer Remorse,119.04,43.71,True
RET-001104,ORD-020085,2024-05-02,Late Delivery,229.55,41.69,True
RET-001105,ORD-020105,2024-08-03,Buyer Remorse,266.51,43.43,True
RET-001106,ORD-020129,2024-07-02,Item Defective,380.56,43.81,True
RET-001107,ORD-020158,2024-09-19,Item Defective,374.78,51.58,True
RET-001108,ORD-020207,2024-06-11,Buyer Remorse,332.45,50.8,True
RET-001109,ORD-020209,2024-07-13,Buyer Remorse,293.07,39.66,True
RET-001110,ORD-020227,2024-04-13,Wrong Size / Fit,560.24,42.29,True
RET-001111,ORD-020300,2024-05-12,Item Defective,259.82,36.35,True
RET-001112,ORD-020304,2024-08-16,Wrong Size / Fit,14.92,49.99,True
RET-001113,ORD-020339,2024-04-27,Wrong Size / Fit,54.24,35.49,True
RET-001114,ORD-020351,2024-05-26,Wrong Size / Fit,414.08,40.84,True
RET-001115,ORD-020359,2024-08-05,Wrong Size / Fit,130.05,50.2,True
RET-001116,ORD-020449,2024-06-29,Wrong Size / Fit,93.76,51.4,False
RET-001117,ORD-020462,2024-05-08,Wrong Size / Fit,92.29,42.54,False
RET-001118,ORD-020467,2024-07-29,Wrong Size / Fit,265.02,40.4,False
RET-001119,ORD-020487,2024-05-02,Item Defective,191.16,48.13,True
RET-001120,ORD-020502,2024-07-20,Late Delivery,81.78,51.89,True
RET-001121,ORD-020508,2024-07-12,Buyer Remorse,72.68,47.82,False
RET-001122,ORD-020521,2024-08-13,Item Defective,426.77,50.25,True
RET-001123,ORD-020537,2024-05-16,Item Defective,192.87,49.44,False
RET-001124,ORD-020557,2024-04-23,Wrong Size / Fit,276.81,37.9,True
RET-001125,ORD-020566,2024-09-28,Buyer Remorse,259.96,37.46,True
RET-001126,ORD-020574,2024-06-06,Buyer Remorse,420.5,42.28,False
RET-001127,ORD-020587,2024-09-27,Wrong Size / Fit,14.77,46.35,True
RET-001128,ORD-020600,2024-07-03,Wrong Size / Fit,192.77,42.37,True
RET-001129,ORD-020605,2024-06-20,Item Defective,93.76,49.78,True
RET-001130,ORD-020642,2024-09-07,Wrong Size / Fit,152.91,38.24,True
RET-001131,ORD-020646,2024-08-31,Wrong Size / Fit,959.52,48.79,True
RET-001132,ORD-020649,2024-07-07,Wrong Size / Fit,37.12,44.47,True
RET-001133,ORD-020670,2024-07-20,Late Delivery,480.08,37.96,True
RET-001134,ORD-020684,2024-05-19,Wrong Size / Fit,166.85,41.7,True
RET-001135,ORD-020694,2024-06-28,Wrong Size / Fit,18.79,48.82,True
RET-001136,ORD-020708,2024-04-23,Late Delivery,93.62,39.09,False
RET-001137,ORD-020711,2024-07-05,Late Delivery,38.11,37.57,False
RET-001138,ORD-020732,2024-09-02,Wrong Size / Fit,148.39,38.98,True
RET-001139,ORD-020769,2024-10-04,Late Delivery,848.1,38.1,False
RET-001140,ORD-020771,2024-05-03,Wrong Size / Fit,38.28,35.21,True
RET-001141,ORD-020787,2024-07-17,Wrong Size / Fit,59.82,46.38,True
RET-001142,ORD-020793,2024-06-08,Wrong Size / Fit,43.89,38.47,True
RET-001143,ORD-020800,2024-10-03,Late Delivery,295.17,41.0,True
RET-001144,ORD-020892,2024-04-16,Late Delivery,92.99,43.65,True
RET-001145,ORD-020938,2024-05-16,Wrong Size / Fit,26.96,44.51,False
RET-001146,ORD-020950,2024-05-29,Item Defective,641.17,37.67,True
RET-001147,ORD-020952,2024-06-11,Wrong Size / Fit,142.49,36.5,True
RET-001148,ORD-020960,2024-09-06,Item Defective,182.45,49.87,True
RET-001149,ORD-020979,2024-09-01,Late Delivery,292.74,45.94,True
RET-001150,ORD-020982,2024-04-16,Late Delivery,538.93,39.87,True
RET-001151,ORD-020999,2024-07-06,Wrong Size / Fit,606.12,38.37,True
RET-001152,ORD-021036,2024-07-18,Item Defective,419.45,36.41,False
RET-001153,ORD-021046,2024-07-23,Item Defective,84.21,45.72,True
RET-001154,ORD-021052,2024-06-28,Item Defective,288.41,36.92,True
RET-001155,ORD-021063,2024-08-02,Wrong Size / Fit,281.69,41.24,True
RET-001156,ORD-021069,2024-04-24,Wrong Size / Fit,80.9,50.95,True
RET-001157,ORD-021080,2024-07-20,Late Delivery,81.74,48.93,True
RET-001158,ORD-021108,2024-04-25,Late Delivery,59.99,43.22,True
RET-001159,ORD-021126,2024-08-02,Late Delivery,53.56,42.81,True
RET-001160,ORD-021129,2024-08-23,Buyer Remorse,476.16,51.91,True
RET-001161,ORD-021222,2024-08-11,Item Defective,453.25,43.98,True
RET-001162,ORD-021250,2024-06-23,Late Delivery,562.08,35.36,True
RET-001163,ORD-021302,2024-06-09,Wrong Size / Fit,54.79,41.04,True
RET-001164,ORD-021303,2024-08-03,Wrong Size / Fit,1237.11,48.98,False
RET-001165,ORD-021347,2024-09-26,Item Defective,169.88,50.14,True
RET-001166,ORD-021373,2024-09-15,Wrong Size / Fit,241.29,50.02,True
RET-001167,ORD-021407,2024-08-30,Wrong Size / Fit,70.49,36.61,True
RET-001168,ORD-021421,2024-08-31,Wrong Size / Fit,53.05,49.64,True
RET-001169,ORD-021430,2024-05-01,Buyer Remorse,40.74,49.45,False
RET-001170,ORD-021444,2024-05-25,Late Delivery,122.41,41.73,True
RET-001171,ORD-021466,2024-09-01,Wrong Size / Fit,30.25,48.9,True
RET-001172,ORD-021483,2024-06-20,Wrong Size / Fit,952.85,43.04,True
RET-001173,ORD-021534,2024-06-12,Wrong Size / Fit,48.32,40.68,True
RET-001174,ORD-021565,2024-04-09,Buyer Remorse,83.01,38.75,True
RET-001175,ORD-021566,2024-05-03,Wrong Size / Fit,567.96,51.05,True
RET-001176,ORD-021567,2024-07-17,Wrong Size / Fit,164.93,49.01,True
RET-001177,ORD-021568,2024-04-23,Late Delivery,516.01,39.14,False
RET-001178,ORD-021570,2024-08-31,Item Defective,132.22,41.77,True
RET-001179,ORD-021596,2024-07-31,Buyer Remorse,101.1,41.6,False
RET-001180,ORD-021598,2024-05-26,Late Delivery,73.39,46.15,True
RET-001181,ORD-021616,2024-09-10,Wrong Size / Fit,416.47,40.02,True
RET-001182,ORD-021626,2024-05-19,Late Delivery,1134.08,48.67,True
RET-001183,ORD-021630,2024-04-19,Wrong Size / Fit,1003.98,49.4,True
RET-001184,ORD-021695,2024-06-10,Item Defective,365.13,36.09,True
RET-001185,ORD-021696,2024-09-30,Wrong Size / Fit,179.16,46.33,True
RET-001186,ORD-021733,2024-09-29,Wrong Size / Fit,245.04,46.61,True
RET-001187,ORD-021736,2024-08-06,Late Delivery,58.43,41.57,True
RET-001188,ORD-021772,2024-06-08,Buyer Remorse,985.53,48.12,True
RET-001189,ORD-021792,2024-09-13,Wrong Size / Fit,83.49,35.5,True
RET-001190,ORD-021803,2024-06-05,Late Delivery,62.01,35.06,True
RET-001191,ORD-021807,2024-05-08,Wrong Size / Fit,43.6,47.61,True
RET-001192,ORD-021809,2024-08-01,Item Defective,423.72,42.88,True
RET-001193,ORD-021814,2024-04-21,Wrong Size / Fit,63.15,39.43,True
RET-001194,ORD-021870,2024-06-09,Item Defective,1018.67,35.58,True
RET-001195,ORD-021889,2024-04-29,Item Defective,294.64,37.32,True
RET-001196,ORD-021901,2024-07-13,Wrong Size / Fit,115.81,40.56,True
RET-001197,ORD-021908,2024-10-07,Item Defective,377.16,49.43,True
RET-001198,ORD-021915,2024-09-27,Item Defective,77.62,46.13,True
RET-001199,ORD-021916,2024-06-26,Wrong Size / Fit,60.58,51.31,True
RET-001200,ORD-021924,2024-10-06,Item Defective,143.02,43.11,True
RET-001201,ORD-021949,2024-09-30,Wrong Size / Fit,124.44,44.39,False
RET-001202,ORD-021992,2024-05-06,Item Defective,134.92,46.16,True
RET-001203,ORD-022000,2024-04-24,Item Defective,379.39,35.25,False
RET-001204,ORD-022031,2024-09-11,Late Delivery,90.57,38.74,True
RET-001205,ORD-022033,2024-06-15,Wrong Size / Fit,134.89,35.02,True
RET-001206,ORD-022045,2024-05-28,Wrong Size / Fit,30.83,45.58,True
RET-001207,ORD-022056,2024-09-14,Wrong Size / Fit,464.51,39.22,True
RET-001208,ORD-022070,2024-09-14,Buyer Remorse,121.51,37.18,True
RET-001209,ORD-022081,2024-08-26,Late Delivery,61.03,36.4,True
RET-001210,ORD-022086,2024-09-23,Wrong Size / Fit,178.46,36.55,True
RET-001211,ORD-022094,2024-08-20,Wrong Size / Fit,35.08,40.67,False
RET-001212,ORD-022107,2024-05-21,Wrong Size / Fit,187.53,50.19,True
RET-001213,ORD-022121,2024-05-16,Wrong Size / Fit,30.74,49.95,True
RET-001214,ORD-022149,2024-08-09,Item Defective,25.78,35.49,True
RET-001215,ORD-022153,2024-06-02,Late Delivery,63.86,40.15,True
RET-001216,ORD-022166,2024-09-16,Late Delivery,240.65,48.78,True
RET-001217,ORD-022170,2024-10-01,Wrong Size / Fit,51.35,48.18,True
RET-001218,ORD-022172,2024-07-05,Wrong Size / Fit,1066.16,51.13,True
RET-001219,ORD-022215,2024-09-09,Item Defective,102.12,50.51,True
RET-001220,ORD-022235,2024-08-12,Wrong Size / Fit,18.27,42.15,False
RET-001221,ORD-022266,2024-04-19,Late Delivery,124.32,50.59,True
RET-001222,ORD-022292,2024-08-13,Wrong Size / Fit,123.56,51.98,True
RET-001223,ORD-022304,2024-04-30,Wrong Size / Fit,338.2,35.34,True
RET-001224,ORD-022306,2024-06-25,Item Defective,30.84,39.86,True
RET-001225,ORD-022317,2024-04-13,Wrong Size / Fit,28.53,49.79,True
RET-001226,ORD-022342,2024-09-03,Late Delivery,903.1,45.52,True
RET-001227,ORD-022345,2024-07-22,Item Defective,70.54,51.63,False
RET-001228,ORD-022348,2024-08-28,Wrong Size / Fit,91.58,35.17,True
RET-001229,ORD-022385,2024-06-22,Item Defective,119.49,45.64,True
RET-001230,ORD-022414,2024-07-22,Late Delivery,251.77,47.95,True
RET-001231,ORD-022425,2024-04-19,Late Delivery,31.18,49.91,True
RET-001232,ORD-022453,2024-04-25,Wrong Size / Fit,801.65,49.35,True
RET-001233,ORD-022495,2024-09-29,Item Defective,164.2,43.09,True
RET-001234,ORD-022501,2024-10-07,Item Defective,65.79,36.15,True
RET-001235,ORD-022563,2024-05-03,Wrong Size / Fit,608.77,48.81,True
RET-001236,ORD-022583,2024-05-15,Item Defective,73.4,41.25,True
RET-001237,ORD-022615,2024-08-16,Wrong Size / Fit,39.87,47.81,True
RET-001238,ORD-022642,2024-08-27,Item Defective,26.45,37.72,True
RET-001239,ORD-022707,2024-10-05,Item Defective,229.36,42.08,True
RET-001240,ORD-022724,2024-10-02,Wrong Size / Fit,30.51,36.3,True
RET-001241,ORD-022740,2024-06-29,Late Delivery,62.86,51.32,True
RET-001242,ORD-022757,2024-04-22,Item Defective,248.45,39.39,True
RET-001243,ORD-022775,2024-09-02,Wrong Size / Fit,35.45,35.97,True
RET-001244,ORD-022778,2024-06-25,Wrong Size / Fit,183.77,41.27,True
RET-001245,ORD-022788,2024-06-03,Wrong Size / Fit,92.67,38.34,True
RET-001246,ORD-022841,2024-09-21,Item Defective,126.46,43.69,True
RET-001247,ORD-022843,2024-07-17,Late Delivery,184.54,48.74,True
RET-001248,ORD-022946,2024-05-24,Item Defective,47.48,39.57,True
RET-001249,ORD-022963,2024-07-21,Late Delivery,170.64,35.74,True
RET-001250,ORD-022979,2024-08-17,Late Delivery,177.17,46.19,True
RET-001251,ORD-022984,2024-05-27,Item Defective,102.45,42.83,False
RET-001252,ORD-022989,2024-05-10,Wrong Size / Fit,183.59,43.83,True
RET-001253,ORD-022993,2024-05-11,Wrong Size / Fit,658.96,38.58,True
RET-001254,ORD-023002,2024-09-05,Wrong Size / Fit,46.1,40.71,True
RET-001255,ORD-023118,2024-09-20,Item Defective,29.92,36.37,False
RET-001256,ORD-023158,2024-05-09,Buyer Remorse,152.62,48.27,True
RET-001257,ORD-023171,2024-07-10,Wrong Size / Fit,69.22,47.51,True
RET-001258,ORD-023176,2024-09-30,Late Delivery,78.32,48.85,True
RET-001259,ORD-023196,2024-05-03,Late Delivery,62.41,46.9,True
RET-001260,ORD-023215,2024-09-20,Wrong Size / Fit,181.16,38.08,True
RET-001261,ORD-023216,2024-04-21,Late Delivery,439.25,46.78,True
RET-001262,ORD-023218,2024-06-07,Buyer Remorse,989.23,38.43,True
RET-001263,ORD-023236,2024-07-01,Item Defective,60.79,47.52,True
RET-001264,ORD-023248,2024-09-14,Late Delivery,268.58,46.18,True
RET-001265,ORD-023260,2024-09-23,Wrong Size / Fit,25.98,40.52,True
RET-001266,ORD-023261,2024-07-25,Late Delivery,262.55,51.51,True
RET-001267,ORD-023303,2024-06-14,Buyer Remorse,277.98,50.73,True
RET-001268,ORD-023311,2024-05-16,Item Defective,26.93,37.62,True
RET-001269,ORD-023316,2024-09-12,Late Delivery,38.51,42.57,True
RET-001270,ORD-023318,2024-07-14,Item Defective,186.25,41.98,False
RET-001271,ORD-023324,2024-07-05,Late Delivery,81.85,41.94,True
RET-001272,ORD-023332,2024-05-29,Wrong Size / Fit,15.53,39.32,True
RET-001273,ORD-023351,2024-09-22,Item Defective,355.58,37.33,True
RET-001274,ORD-023382,2024-09-27,Late Delivery,39.6,51.31,True
RET-001275,ORD-023409,2024-08-28,Item Defective,54.8,47.61,True
RET-001276,ORD-023457,2024-04-08,Item Defective,383.8,44.99,True
RET-001277,ORD-023467,2024-06-02,Item Defective,405.14,49.92,True
RET-001278,ORD-023469,2024-05-15,Late Delivery,28.56,43.63,True
RET-001279,ORD-023478,2024-07-30,Wrong Size / Fit,106.23,45.51,True
RET-001280,ORD-023481,2024-08-30,Item Defective,35.73,43.36,True
RET-001281,ORD-023489,2024-10-09,Wrong Size / Fit,46.13,48.83,True
RET-001282,ORD-023513,2024-05-27,Wrong Size / Fit,261.02,46.94,True
RET-001283,ORD-023515,2024-08-13,Wrong Size / Fit,35.83,50.4,False
RET-001284,ORD-023526,2024-05-21,Late Delivery,187.86,38.02,True
RET-001285,ORD-023608,2024-09-22,Item Defective,486.27,37.87,True
RET-001286,ORD-023657,2024-04-28,Late Delivery,208.89,40.61,True
RET-001287,ORD-023681,2024-10-08,Wrong Size / Fit,70.92,46.02,True
RET-001288,ORD-023683,2024-06-05,Wrong Size / Fit,37.63,43.15,True
RET-001289,ORD-023691,2024-06-30,Wrong Size / Fit,394.91,50.14,True
RET-001290,ORD-023692,2024-09-27,Late Delivery,360.79,46.39,True
RET-001291,ORD-023706,2024-07-18,Wrong Size / Fit,417.01,45.78,True
RET-001292,ORD-023762,2024-04-26,Late Delivery,116.93,38.69,True
RET-001293,ORD-023797,2024-06-13,Buyer Remorse,1384.84,35.61,True
RET-001294,ORD-023818,2024-09-22,Late Delivery,557.9,43.29,True
RET-001295,ORD-023824,2024-05-05,Late Delivery,376.26,49.52,True
RET-001296,ORD-023834,2024-07-05,Item Defective,393.97,35.74,False
RET-001297,ORD-023840,2024-09-08,Wrong Size / Fit,185.78,50.73,True
RET-001298,ORD-023848,2024-05-14,Wrong Size / Fit,223.66,43.09,True
RET-001299,ORD-023872,2024-07-15,Item Defective,115.97,35.31,True
RET-001300,ORD-023912,2024-08-06,Wrong Size / Fit,45.89,40.12,True
RET-001301,ORD-023914,2024-04-11,Buyer Remorse,263.76,39.66,False
RET-001302,ORD-023935,2024-09-16,Item Defective,157.16,36.12,False
RET-001303,ORD-023946,2024-08-13,Late Delivery,78.83,50.55,True
RET-001304,ORD-024018,2024-06-04,Wrong Size / Fit,476.36,49.26,True
RET-001305,ORD-024025,2024-09-02,Late Delivery,176.71,35.88,True
RET-001306,ORD-024034,2024-08-20,Wrong Size / Fit,59.1,47.43,True
RET-001307,ORD-024036,2024-05-13,Wrong Size / Fit,517.01,51.28,True
RET-001308,ORD-024037,2024-06-01,Item Defective,243.87,39.07,True
RET-001309,ORD-024039,2024-08-03,Wrong Size / Fit,26.73,38.0,True
RET-001310,ORD-024044,2024-04-30,Wrong Size / Fit,118.87,36.46,True
RET-001311,ORD-024052,2024-07-19,Wrong Size / Fit,120.09,47.08,True
RET-001312,ORD-024053,2024-06-24,Late Delivery,121.95,35.69,True
RET-001313,ORD-024069,2024-04-10,Late Delivery,122.37,46.06,True
RET-001314,ORD-024072,2024-05-27,Wrong Size / Fit,93.24,38.97,False
RET-001315,ORD-024095,2024-06-18,Late Delivery,41.02,48.56,True
RET-001316,ORD-024104,2024-08-20,Wrong Size / Fit,351.67,43.83,True
RET-001317,ORD-024126,2024-07-13,Buyer Remorse,45.68,35.82,False
RET-001318,ORD-024155,2024-07-22,Item Defective,69.3,51.55,True
RET-001319,ORD-024172,2024-08-25,Wrong Size / Fit,479.31,45.88,True
RET-001320,ORD-024197,2024-08-14,Buyer Remorse,17.99,49.71,True
RET-001321,ORD-024222,2024-06-19,Wrong Size / Fit,91.23,39.25,True
RET-001322,ORD-024228,2024-05-05,Buyer Remorse,36.56,45.71,True
RET-001323,ORD-024235,2024-07-16,Late Delivery,420.77,36.04,True
RET-001324,ORD-024236,2024-04-23,Late Delivery,740.27,38.08,True
RET-001325,ORD-024240,2024-05-01,Item Defective,151.9,47.5,True
RET-001326,ORD-024277,2024-09-21,Wrong Size / Fit,249.83,41.87,True
RET-001327,ORD-024300,2024-05-07,Item Defective,224.71,36.94,True
RET-001328,ORD-024327,2024-06-14,Item Defective,436.28,50.14,True
RET-001329,ORD-024346,2024-06-15,Late Delivery,47.33,46.02,True
RET-001330,ORD-024358,2024-05-22,Wrong Size / Fit,280.55,51.57,True
RET-001331,ORD-024369,2024-05-09,Item Defective,242.84,38.96,True
RET-001332,ORD-024374,2024-04-09,Item Defective,15.7,39.21,True
RET-001333,ORD-024384,2024-09-15,Wrong Size / Fit,211.08,45.47,False
RET-001334,ORD-024392,2024-06-01,Item Defective,230.07,37.15,True
RET-001335,ORD-024421,2024-07-09,Wrong Size / Fit,135.36,50.17,True
RET-001336,ORD-024431,2024-04-24,Late Delivery,186.96,35.87,False
RET-001337,ORD-024442,2024-08-21,Item Defective,210.85,36.5,False
RET-001338,ORD-024465,2024-08-21,Late Delivery,74.39,45.82,True
RET-001339,ORD-024495,2024-07-01,Wrong Size / Fit,208.61,43.77,False
RET-001340,ORD-024502,2024-09-13,Buyer Remorse,1060.2,36.67,True
RET-001341,ORD-024520,2024-08-17,Late Delivery,859.09,36.42,True
RET-001342,ORD-024540,2024-10-02,Item Defective,77.74,41.92,True
RET-001343,ORD-024546,2024-06-14,Item Defective,530.99,44.26,True
RET-001344,ORD-024552,2024-09-23,Buyer Remorse,263.43,47.52,False
RET-001345,ORD-024580,2024-09-18,Item Defective,357.39,45.39,True
RET-001346,ORD-024611,2024-04-06,Late Delivery,137.48,40.97,True
RET-001347,ORD-024626,2024-08-16,Late Delivery,25.83,44.23,False
RET-001348,ORD-024628,2024-10-01,Wrong Size / Fit,192.74,36.23,False
RET-001349,ORD-024632,2024-09-18,Item Defective,56.88,43.03,False
RET-001350,ORD-024636,2024-04-14,Wrong Size / Fit,282.75,37.66,True
RET-001351,ORD-024652,2024-04-19,Wrong Size / Fit,121.61,47.44,False
RET-001352,ORD-024675,2024-05-18,Item Defective,149.79,43.16,True
RET-001353,ORD-024690,2024-07-15,Item Defective,54.06,38.96,True
RET-001354,ORD-024694,2024-08-16,Item Defective,931.72,37.19,True
RET-001355,ORD-024727,2024-07-09,Wrong Size / Fit,571.17,41.9,True
RET-001356,ORD-024748,2024-04-16,Late Delivery,366.87,46.6,True
RET-001357,ORD-024777,2024-07-19,Late Delivery,197.11,42.02,True
RET-001358,ORD-024782,2024-07-24,Item Defective,78.39,42.46,True
RET-001359,ORD-024787,2024-09-30,Item Defective,182.98,49.1,True
RET-001360,ORD-024796,2024-09-29,Wrong Size / Fit,29.49,50.83,True
RET-001361,ORD-024817,2024-05-10,Item Defective,1053.36,49.2,True
RET-001362,ORD-024842,2024-09-16,Wrong Size / Fit,162.77,45.52,True
RET-001363,ORD-024848,2024-05-27,Item Defective,180.37,40.3,True
RET-001364,ORD-024858,2024-06-28,Wrong Size / Fit,476.76,42.36,True
RET-001365,ORD-024863,2024-07-17,Item Defective,303.32,43.0,True
RET-001366,ORD-024878,2024-08-05,Wrong Size / Fit,445.18,46.51,True
RET-001367,ORD-024879,2024-10-04,Wrong Size / Fit,89.29,46.02,False
RET-001368,ORD-024881,2024-07-30,Item Defective,58.3,43.8,True
RET-001369,ORD-024919,2024-09-28,Late Delivery,55.0,51.98,True
RET-001370,ORD-024920,2024-07-16,Item Defective,68.0,49.68,False
RET-001371,ORD-024939,2024-06-17,Wrong Size / Fit,88.33,49.51,True
RET-001372,ORD-024945,2024-07-21,Buyer Remorse,320.47,41.17,True
RET-001373,ORD-024971,2024-04-10,Wrong Size / Fit,467.05,44.27,True
RET-001374,ORD-024981,2024-06-26,Item Defective,75.43,39.5,True
RET-001375,ORD-025046,2024-09-11,Late Delivery,374.11,37.73,True
RET-001376,ORD-025065,2024-08-06,Item Defective,159.92,48.11,True
RET-001377,ORD-025083,2024-07-24,Item Defective,161.91,46.95,True
RET-001378,ORD-025085,2024-06-16,Wrong Size / Fit,183.45,51.33,True
RET-001379,ORD-025100,2024-05-09,Wrong Size / Fit,107.87,37.07,True
RET-001380,ORD-025106,2024-06-04,Wrong Size / Fit,136.97,38.87,True
RET-001381,ORD-025123,2024-06-05,Late Delivery,169.36,42.17,True
RET-001382,ORD-025145,2024-09-05,Late Delivery,876.17,50.46,True
RET-001383,ORD-025152,2024-07-04,Item Defective,375.13,39.78,False
RET-001384,ORD-025156,2024-09-13,Wrong Size / Fit,30.13,49.51,True
RET-001385,ORD-025179,2024-09-28,Wrong Size / Fit,39.65,36.0,True
RET-001386,ORD-025246,2024-05-21,Wrong Size / Fit,130.96,37.82,True
RET-001387,ORD-025266,2024-08-31,Late Delivery,564.69,43.72,True
RET-001388,ORD-025280,2024-08-09,Wrong Size / Fit,35.11,51.08,True
RET-001389,ORD-025337,2024-05-14,Item Defective,940.52,47.7,False
RET-001390,ORD-025370,2024-09-17,Item Defective,39.59,36.78,True
RET-001391,ORD-025397,2024-08-31,Item Defective,177.76,35.1,True
RET-001392,ORD-025415,2024-05-06,Late Delivery,770.99,47.62,True
RET-001393,ORD-025435,2024-07-04,Item Defective,160.05,37.87,True
RET-001394,ORD-025452,2024-06-13,Wrong Size / Fit,167.16,36.35,True
RET-001395,ORD-025453,2024-05-23,Wrong Size / Fit,625.38,42.2,True
RET-001396,ORD-025460,2024-04-10,Wrong Size / Fit,56.98,43.15,True
RET-001397,ORD-025483,2024-06-28,Late Delivery,131.05,46.63,True
RET-001398,ORD-025503,2024-07-16,Wrong Size / Fit,87.93,41.34,True
RET-001399,ORD-025534,2024-06-05,Buyer Remorse,182.6,46.91,True
RET-001400,ORD-025535,2024-08-19,Wrong Size / Fit,86.94,50.01,True
RET-001401,ORD-025544,2024-07-24,Late Delivery,181.16,46.06,True
RET-001402,ORD-025584,2024-04-26,Wrong Size / Fit,38.04,49.62,True
RET-001403,ORD-025620,2024-05-27,Item Defective,699.2,48.6,True
RET-001404,ORD-025649,2024-09-19,Item Defective,999.73,48.66,True
RET-001405,ORD-025674,2024-09-25,Wrong Size / Fit,426.3,39.48,True
RET-001406,ORD-025682,2024-09-30,Wrong Size / Fit,88.15,46.13,True
RET-001407,ORD-025683,2024-09-11,Item Defective,26.81,48.43,True
RET-001408,ORD-025692,2024-08-07,Item Defective,40.01,49.09,True
RET-001409,ORD-025697,2024-09-01,Item Defective,163.3,51.07,True
RET-001410,ORD-025704,2024-07-08,Wrong Size / Fit,136.6,35.84,True
RET-001411,ORD-025710,2024-09-22,Wrong Size / Fit,855.56,41.26,False
RET-001412,ORD-025732,2024-06-09,Wrong Size / Fit,260.06,44.45,True
RET-001413,ORD-025762,2024-06-04,Wrong Size / Fit,220.19,47.07,True
RET-001414,ORD-025789,2024-08-22,Wrong Size / Fit,109.69,49.5,True
RET-001415,ORD-025819,2024-05-05,Buyer Remorse,664.3,49.75,True
RET-001416,ORD-025829,2024-04-24,Item Defective,464.7,41.62,False
RET-001417,ORD-025891,2024-05-20,Late Delivery,183.27,36.05,True
RET-001418,ORD-025913,2024-07-25,Wrong Size / Fit,59.22,37.81,True
RET-001419,ORD-025939,2024-07-31,Wrong Size / Fit,55.07,46.02,True
RET-001420,ORD-025955,2024-08-24,Late Delivery,350.74,38.43,True
RET-001421,ORD-025969,2024-07-21,Late Delivery,14.81,41.2,True
RET-001422,ORD-026040,2024-05-03,Item Defective,944.73,40.64,True
RET-001423,ORD-026054,2024-09-13,Late Delivery,75.44,47.74,True
RET-001424,ORD-026131,2024-08-06,Wrong Size / Fit,202.8,49.15,True
RET-001425,ORD-026166,2024-09-13,Wrong Size / Fit,1175.93,49.82,True
RET-001426,ORD-026200,2024-07-16,Item Defective,91.24,45.01,True
RET-001427,ORD-026213,2024-06-21,Wrong Size / Fit,267.1,43.59,True
RET-001428,ORD-026243,2024-06-28,Wrong Size / Fit,83.98,35.26,True
RET-001429,ORD-026256,2024-09-24,Wrong Size / Fit,372.47,44.47,True
RET-001430,ORD-026262,2024-08-01,Wrong Size / Fit,502.36,43.33,True
RET-001431,ORD-026322,2024-07-17,Late Delivery,67.87,43.88,True
RET-001432,ORD-026331,2024-08-18,Wrong Size / Fit,549.99,42.31,True
RET-001433,ORD-026332,2024-06-15,Item Defective,74.21,44.21,True
RET-001434,ORD-026339,2024-05-15,Item Defective,57.0,49.46,True
RET-001435,ORD-026422,2024-04-27,Wrong Size / Fit,73.2,51.48,True
RET-001436,ORD-026439,2024-10-08,Wrong Size / Fit,27.82,47.42,True
RET-001437,ORD-026543,2024-06-08,Wrong Size / Fit,469.26,48.48,True
RET-001438,ORD-026606,2024-08-02,Wrong Size / Fit,142.35,44.16,True
RET-001439,ORD-026615,2024-05-02,Item Defective,63.19,38.16,False
RET-001440,ORD-026639,2024-09-15,Wrong Size / Fit,26.63,51.72,True
RET-001441,ORD-026675,2024-05-14,Late Delivery,105.23,41.81,True
RET-001442,ORD-026693,2024-07-08,Item Defective,270.91,47.34,True
RET-001443,ORD-026736,2024-04-23,Buyer Remorse,19.19,35.84,False
