order_id,customer_id,order_date,order_status,payment_method,shipping_partner,gross_amount,discount_amount,net_amount,delivery_fee,delivery_cost
ORD-037356,CUST-008796,2024-09-02,Delivered,Credit Card,BlueDart,280.0,18.67,261.33,0.0,91.13
ORD-037357,CUST-005761,2024-06-12,Delivered,Credit Card,FastLogistics,398.0,13.04,384.96,0.0,70.92
ORD-037358,CUST-009881,2024-06-08,Delivered,UPI,FastLogistics,137.0,3.59,133.41,0.0,74.7
ORD-037359,CUST-007860,2024-09-07,Delivered,UPI,BlueDart,160.0,8.65,151.35,0.0,93.0
ORD-037360,CUST-010086,2024-05-27,Delivered,Net Banking,FastLogistics,58.0,1.36,56.64,5.0,73.94
ORD-037361,CUST-011290,2024-04-29,Delivered,UPI,FastLogistics,199.0,5.37,193.63,0.0,75.08
ORD-037362,CUST-011340,2024-04-26,Delivered,UPI,ExpressCargo,1216.0,29.72,1186.28,0.0,65.88
ORD-037363,CUST-009511,2024-06-18,Delivered,Net Banking,ExpressCargo,38.0,0.58,37.42,5.0,65.9
ORD-037364,CUST-007699,2024-04-06,Delivered,Credit Card,BlueDart,76.0,2.06,73.94,5.0,87.88
ORD-037365,CUST-014152,2024-06-13,Delivered,Credit Card,ExpressCargo,123.0,2.12,120.88,0.0,67.12
ORD-037366,CUST-011970,2024-09-23,Delivered,Credit Card,FastLogistics,170.0,10.74,159.26,0.0,85.77
ORD-037367,CUST-002339,2024-08-18,Delivered,Credit Card,ExpressCargo,65.0,5.53,59.47,5.0,74.86
ORD-037368,CUST-009265,2024-05-03,Delivered,Credit Card,BlueDart,195.0,3.25,191.75,0.0,90.73
ORD-037369,CUST-002261,2024-04-02,Delivered,Credit Card,FastLogistics,1258.0,38.77,1219.23,0.0,71.19
ORD-037370,CUST-004871,2024-09-25,Delivered,Credit Card,BlueDart,76.0,3.47,72.53,5.0,93.04
ORD-037371,CUST-004125,2024-04-26,Delivered,Credit Card,ExpressCargo,38.0,1.02,36.98,5.0,66.9
ORD-037372,CUST-006300,2024-07-29,Delivered,Credit Card,FastLogistics,100.0,6.77,93.23,0.0,83.76
ORD-037373,CUST-006625,2024-09-29,Delivered,COD,FastLogistics,64.0,2.69,61.31,5.0,86.52
ORD-037374,CUST-007820,2024-06-03,Delivered,Net Banking,FastLogistics,251.0,7.6,243.4,0.0,72.42
ORD-037375,CUST-000908,2024-06-26,Delivered,COD,FastLogistics,190.0,2.98,187.02,0.0,73.3
ORD-037376,CUST-014670,2024-08-02,Delivered,COD,FastLogistics,311.06,22.4,288.66,0.0,84.54
ORD-037377,CUST-014837,2024-09-12,Delivered,COD,FastLogistics,187.06,13.19,173.87,0.0,86.9
ORD-037378,CUST-002692,2024-06-30,Delivered,Credit Card,FastLogistics,32.0,0.46,31.54,5.0,75.12
ORD-037379,CUST-012625,2024-06-02,Delivered,Credit Card,ExpressCargo,98.0,1.4,96.6,0.0,67.63
ORD-037380,CUST-008845,2024-08-10,Delivered,Credit Card,ExpressCargo,163.0,14.49,148.51,0.0,73.99
ORD-037381,CUST-005511,2024-07-28,Delivered,Credit Card,FastLogistics,19.5,1.57,17.93,5.0,84.37
ORD-037382,CUST-005276,2024-05-12,Delivered,UPI,BlueDart,130.0,2.58,127.42,0.0,86.54
ORD-037383,CUST-008689,2024-04-22,Returned,UPI,ExpressCargo,190.0,4.46,185.54,0.0,69.92
ORD-037384,CUST-006893,2024-08-22,Delivered,UPI,FastLogistics,459.66,38.9,420.76,0.0,86.33
ORD-037385,CUST-007036,2024-07-24,Delivered,COD,ExpressCargo,535.66,30.14,505.52,0.0,75.09
ORD-037386,CUST-009838,2024-09-29,Delivered,UPI,ExpressCargo,32.0,2.58,29.42,5.0,74.95
ORD-037387,CUST-014766,2024-06-20,Delivered,COD,FastLogistics,1408.0,55.86,1352.14,0.0,72.81
ORD-037388,CUST-003867,2024-08-12,Delivered,UPI,FastLogistics,98.0,5.38,92.62,0.0,84.11
ORD-037389,CUST-013579,2024-06-07,Delivered,Credit Card,FastLogistics,251.0,3.8,247.2,0.0,74.59
ORD-037390,CUST-008531,2024-04-28,Delivered,Credit Card,BlueDart,70.0,2.74,67.26,5.0,86.68
ORD-037391,CUST-012723,2024-05-21,Delivered,UPI,BlueDart,108.0,1.28,106.72,0.0,87.85
ORD-037392,CUST-008052,2024-05-05,Delivered,Credit Card,FastLogistics,177.0,6.07,170.93,0.0,71.96
ORD-037393,CUST-008993,2024-05-04,Delivered,Credit Card,FastLogistics,172.0,2.04,169.96,0.0,73.12
ORD-037394,CUST-009402,2024-06-13,Delivered,UPI,FastLogistics,16.0,0.57,15.43,5.0,75.4
ORD-037395,CUST-010870,2024-05-07,Delivered,Credit Card,BlueDart,140.0,5.02,134.98,0.0,89.6
ORD-037396,CUST-010911,2024-07-31,Delivered,Credit Card,ExpressCargo,132.26,9.77,122.49,0.0,76.56
ORD-037397,CUST-012834,2024-08-27,Delivered,Credit Card,ExpressCargo,42.3,2.4,39.9,5.0,73.48
ORD-037398,CUST-011740,2024-07-26,Returned,Credit Card,FastLogistics,209.0,11.52,197.48,0.0,85.15
ORD-037399,CUST-003291,2024-08-29,Delivered,Credit Card,FastLogistics,374.12,30.75,343.37,0.0,83.76
ORD-037400,CUST-007927,2024-06-07,Delivered,Net Banking,BlueDart,65.0,1.09,63.91,5.0,86.9
ORD-037401,CUST-007203,2024-04-08,Delivered,Credit Card,FastLogistics,42.0,0.52,41.48,5.0,73.77
ORD-037402,CUST-011777,2024-05-28,Delivered,UPI,BlueDart,94.0,2.53,91.47,0.0,87.49
ORD-037403,CUST-004602,2024-05-17,Delivered,COD,FastLogistics,265.0,2.68,262.32,0.0,74.71
ORD-037404,CUST-002967,2024-08-12,Delivered,UPI,FastLogistics,271.66,16.97,254.69,0.0,83.19
ORD-037405,CUST-001627,2024-08-16,Delivered,UPI,ExpressCargo,198.26,17.26,181.0,0.0,73.34
ORD-037406,CUST-002746,2024-04-12,Delivered,Credit Card,FastLogistics,165.0,4.87,160.13,0.0,74.2
ORD-037407,CUST-002558,2024-06-02,Delivered,Credit Card,FastLogistics,190.0,5.22,184.78,0.0,70.72
ORD-037408,CUST-014881,2024-08-28,Delivered,UPI,BlueDart,450.12,38.22,411.9,0.0,93.1
ORD-037409,CUST-002520,2024-05-10,Delivered,Credit Card,ExpressCargo,65.0,1.47,63.53,5.0,70.8
ORD-037410,CUST-008029,2024-08-16,Delivered,Credit Card,ExpressCargo,458.6,29.36,429.24,0.0,76.66
ORD-037411,CUST-003732,2024-05-02,Delivered,Credit Card,FastLogistics,124.0,1.36,122.64,0.0,71.63
ORD-037412,CUST-004622,2024-09-18,Delivered,Credit Card,BlueDart,114.0,9.73,104.27,0.0,91.59
ORD-037413,CUST-003517,2024-05-10,Delivered,COD,BlueDart,29.0,0.49,28.51,5.0,85.57
ORD-037414,CUST-013912,2024-07-17,Delivered,Credit Card,FastLogistics,62.0,2.87,59.13,5.0,83.26
ORD-037415,CUST-014601,2024-09-03,Delivered,COD,BlueDart,85.0,3.78,81.22,0.0,89.79
ORD-037416,CUST-009601,2024-08-26,Delivered,UPI,FastLogistics,195.0,9.84,185.16,0.0,83.43
ORD-037417,CUST-012874,2024-06-11,Delivered,Credit Card,FastLogistics,95.0,2.59,92.41,0.0,72.39
ORD-037418,CUST-000344,2024-09-10,Delivered,COD,ExpressCargo,195.0,9.4,185.6,0.0,76.99
ORD-037419,CUST-010822,2024-08-14,Delivered,UPI,FastLogistics,919.32,69.31,850.01,0.0,85.28
ORD-037420,CUST-009048,2024-07-16,Delivered,UPI,BlueDart,216.6,12.65,203.95,0.0,91.5
ORD-037421,CUST-006217,2024-08-31,Delivered,UPI,BlueDart,39.0,2.2,36.8,5.0,92.86
ORD-037422,CUST-007673,2024-06-03,Delivered,Credit Card,ExpressCargo,95.0,3.04,91.96,0.0,70.72
ORD-037423,CUST-005925,2024-05-12,Delivered,UPI,FastLogistics,370.0,5.07,364.93,0.0,73.03
ORD-037424,CUST-004600,2024-07-29,Delivered,Credit Card,ExpressCargo,58.0,4.03,53.97,5.0,74.47
ORD-037425,CUST-013702,2024-05-29,Delivered,COD,FastLogistics,582.0,7.13,574.87,0.0,71.69
ORD-037426,CUST-006804,2024-07-27,Returned,Credit Card,FastLogistics,170.0,7.74,162.26,0.0,85.65
ORD-037427,CUST-007827,2024-08-11,Delivered,Credit Card,FastLogistics,597.96,35.61,562.35,0.0,86.74
ORD-037428,CUST-005927,2024-07-10,Delivered,Credit Card,ExpressCargo,38.0,3.14,34.86,5.0,75.51
ORD-037429,CUST-012805,2024-04-23,Delivered,Credit Card,FastLogistics,1192.0,13.55,1178.45,0.0,70.86
ORD-037430,CUST-001683,2024-05-06,Delivered,Credit Card,BlueDart,207.5,3.21,204.29,0.0,85.46
ORD-037431,CUST-007087,2024-08-06,Delivered,Credit Card,ExpressCargo,84.0,5.84,78.16,5.0,75.04
ORD-037432,CUST-011865,2024-06-02,Delivered,Net Banking,FastLogistics,98.0,1.23,96.77,0.0,74.5
ORD-037433,CUST-003805,2024-07-20,Delivered,Credit Card,ExpressCargo,84.6,4.41,80.19,0.0,74.14
ORD-037434,CUST-004456,2024-05-16,Delivered,UPI,FastLogistics,98.0,2.28,95.72,0.0,75.02
ORD-037435,CUST-008458,2024-09-05,Delivered,UPI,ExpressCargo,28.0,1.32,26.68,5.0,74.17
ORD-037436,CUST-001191,2024-07-04,Delivered,Credit Card,FastLogistics,148.52,10.33,138.19,0.0,87.69
ORD-037437,CUST-003964,2024-08-12,Delivered,Credit Card,FastLogistics,32.0,1.52,30.48,5.0,85.5
ORD-037438,CUST-002786,2024-04-01,Delivered,Credit Card,FastLogistics,84.0,1.63,82.37,0.0,71.37
ORD-037439,CUST-007823,2024-06-11,Delivered,UPI,ExpressCargo,234.0,7.21,226.79,0.0,68.41
ORD-037440,CUST-014978,2024-04-13,Delivered,UPI,ExpressCargo,188.0,5.44,182.56,0.0,66.63
ORD-037441,CUST-006980,2024-09-13,Delivered,Credit Card,BlueDart,491.66,28.33,463.33,0.0,89.21
ORD-037442,CUST-003837,2024-06-02,Delivered,Credit Card,BlueDart,98.0,1.86,96.14,0.0,86.56
ORD-037443,CUST-014319,2024-06-25,Delivered,UPI,ExpressCargo,140.0,4.49,135.51,0.0,66.26
ORD-037444,CUST-004771,2024-06-07,Delivered,Credit Card,FastLogistics,228.0,5.44,222.56,0.0,70.13
ORD-037445,CUST-005714,2024-08-10,Delivered,Credit Card,ExpressCargo,49.0,3.39,45.61,5.0,74.0
ORD-037446,CUST-001934,2024-07-14,Delivered,UPI,ExpressCargo,151.0,6.18,144.82,0.0,74.98
ORD-037447,CUST-008181,2024-08-13,Delivered,Credit Card,ExpressCargo,390.0,21.75,368.25,0.0,73.52
ORD-037448,CUST-013670,2024-09-15,Delivered,Credit Card,FastLogistics,365.0,21.45,343.55,0.0,83.42
ORD-037449,CUST-014785,2024-09-16,Delivered,COD,ExpressCargo,170.0,11.47,158.53,0.0,73.4
ORD-037450,CUST-012411,2024-05-10,Delivered,Net Banking,FastLogistics,1023.0,13.49,1009.51,0.0,69.63
ORD-037451,CUST-011229,2024-06-14,Delivered,Credit Card,ExpressCargo,195.0,3.84,191.16,0.0,66.67
ORD-037452,CUST-012164,2024-04-23,Delivered,Credit Card,FastLogistics,114.5,1.62,112.88,0.0,73.98
ORD-037453,CUST-003109,2024-04-07,Delivered,Credit Card,FastLogistics,190.0,2.3,187.7,0.0,72.93
ORD-037454,CUST-000401,2024-07-23,Delivered,UPI,FastLogistics,188.0,10.8,177.2,0.0,84.51
ORD-037455,CUST-009225,2024-05-24,Delivered,Credit Card,ExpressCargo,39.0,0.59,38.41,5.0,69.08
ORD-037456,CUST-007691,2024-08-27,Delivered,Net Banking,BlueDart,38.0,2.55,35.45,5.0,90.55
ORD-037457,CUST-006386,2024-04-16,Delivered,UPI,ExpressCargo,413.0,15.0,398.0,0.0,66.79
ORD-037458,CUST-008661,2024-05-11,Delivered,Net Banking,ExpressCargo,158.0,6.13,151.87,0.0,69.27
ORD-037459,CUST-004381,2024-05-06,Delivered,UPI,FastLogistics,190.0,5.72,184.28,0.0,70.95
ORD-037460,CUST-014428,2024-08-06,Delivered,Credit Card,FastLogistics,148.52,6.52,142.0,0.0,85.61
ORD-037461,CUST-013808,2024-08-28,Delivered,UPI,FastLogistics,245.52,19.66,225.86,0.0,86.27
ORD-037462,CUST-004148,2024-09-26,Delivered,COD,FastLogistics,64.0,4.27,59.73,5.0,83.72
ORD-037463,CUST-006921,2024-09-11,Returned,COD,ExpressCargo,64.0,5.49,58.51,5.0,76.61
ORD-037464,CUST-000890,2024-04-20,Delivered,Credit Card,FastLogistics,367.0,14.52,352.48,0.0,74.25
ORD-037465,CUST-004539,2024-04-20,Delivered,Credit Card,ExpressCargo,148.0,3.33,144.67,0.0,70.04
ORD-037466,CUST-004058,2024-09-25,Delivered,Credit Card,ExpressCargo,28.0,1.74,26.26,5.0,76.9
ORD-037467,CUST-011841,2024-05-10,Delivered,UPI,FastLogistics,66.0,1.58,64.42,5.0,69.96
ORD-037468,CUST-003993,2024-07-14,Delivered,UPI,ExpressCargo,85.0,3.93,81.07,0.0,73.83
ORD-037469,CUST-007449,2024-05-09,Delivered,Net Banking,FastLogistics,140.0,1.7,138.3,0.0,72.92
ORD-037470,CUST-014488,2024-04-21,Delivered,Credit Card,BlueDart,359.0,12.18,346.82,0.0,87.85
ORD-037471,CUST-005715,2024-09-04,Delivered,Credit Card,BlueDart,184.3,11.72,172.58,0.0,92.05
ORD-037472,CUST-014760,2024-05-11,Delivered,Net Banking,FastLogistics,158.0,1.98,156.02,0.0,74.43
ORD-037473,CUST-014313,2024-07-01,Delivered,UPI,ExpressCargo,374.12,20.87,353.25,0.0,76.31
ORD-037474,CUST-014906,2024-07-06,Delivered,Credit Card,ExpressCargo,28.0,1.86,26.14,5.0,75.37
ORD-037475,CUST-002065,2024-07-13,Delivered,Credit Card,ExpressCargo,390.0,30.5,359.5,0.0,75.2
ORD-037476,CUST-001584,2024-06-14,Returned,COD,FastLogistics,1234.0,25.82,1208.18,0.0,70.19
ORD-037477,CUST-003581,2024-05-14,Returned,Credit Card,ExpressCargo,369.0,9.31,359.69,0.0,66.03
ORD-037478,CUST-001765,2024-04-04,Delivered,UPI,FastLogistics,32.0,0.92,31.08,5.0,74.3
ORD-037479,CUST-010379,2024-04-20,Delivered,UPI,FastLogistics,56.0,1.52,54.48,5.0,72.21
ORD-037480,CUST-002423,2024-05-08,Delivered,UPI,FastLogistics,1102.0,18.89,1083.11,0.0,69.86
ORD-037481,CUST-007311,2024-07-12,Delivered,COD,FastLogistics,390.0,29.18,360.82,0.0,85.92
ORD-037482,CUST-005161,2024-07-06,Delivered,Net Banking,FastLogistics,85.0,5.16,79.84,5.0,87.04
ORD-037483,CUST-013663,2024-04-05,Delivered,Net Banking,ExpressCargo,1068.0,36.63,1031.37,0.0,69.38
ORD-037484,CUST-001000,2024-04-01,Delivered,UPI,BlueDart,237.0,3.06,233.94,0.0,86.58
ORD-037485,CUST-002381,2024-05-01,Delivered,UPI,FastLogistics,318.0,9.48,308.52,0.0,72.06
ORD-037486,CUST-014517,2024-04-02,Delivered,Net Banking,FastLogistics,62.0,2.11,59.89,5.0,72.36
ORD-037487,CUST-011943,2024-06-30,Delivered,COD,ExpressCargo,507.0,13.11,493.89,0.0,70.96
ORD-037488,CUST-004843,2024-06-13,Delivered,COD,FastLogistics,202.0,4.77,197.23,0.0,73.56
ORD-037489,CUST-006893,2024-09-06,Delivered,UPI,ExpressCargo,463.0,35.43,427.57,0.0,76.54
ORD-037490,CUST-002559,2024-05-09,Delivered,Net Banking,FastLogistics,553.0,8.65,544.35,0.0,69.47
ORD-037491,CUST-012417,2024-06-01,Delivered,UPI,BlueDart,39.0,1.16,37.84,5.0,90.41
ORD-037492,CUST-008307,2024-06-03,Delivered,COD,FastLogistics,488.0,18.94,469.06,0.0,73.37
ORD-037493,CUST-004639,2024-08-27,Delivered,UPI,BlueDart,1097.92,72.33,1025.59,0.0,89.27
ORD-037494,CUST-003809,2024-08-25,Delivered,Credit Card,FastLogistics,58.0,2.9,55.1,5.0,86.66
ORD-037495,CUST-006127,2024-04-27,Returned,UPI,ExpressCargo,390.0,5.16,384.84,0.0,67.31
ORD-037496,CUST-011875,2024-08-16,Delivered,UPI,BlueDart,134.0,9.61,124.39,0.0,89.95
ORD-037497,CUST-012574,2024-04-13,Returned,Credit Card,FastLogistics,38.0,1.13,36.87,5.0,71.68
ORD-037498,CUST-010918,2024-06-01,Delivered,Credit Card,FastLogistics,422.0,14.04,407.96,0.0,71.3
ORD-037499,CUST-000196,2024-07-02,Delivered,Credit Card,FastLogistics,86.0,7.16,78.84,5.0,87.22
ORD-037500,CUST-006359,2024-07-02,Delivered,UPI,ExpressCargo,91.3,6.97,84.33,0.0,75.75
ORD-037501,CUST-003163,2024-05-14,Delivered,Credit Card,FastLogistics,42.0,0.89,41.11,5.0,69.44
ORD-037502,CUST-010323,2024-04-28,Delivered,UPI,FastLogistics,90.0,1.79,88.21,0.0,71.11
ORD-037503,CUST-011427,2024-09-23,Delivered,Credit Card,BlueDart,84.6,5.48,79.12,5.0,89.91
ORD-037504,CUST-012730,2024-06-26,Delivered,UPI,FastLogistics,725.0,24.4,700.6,0.0,73.22
ORD-037505,CUST-002686,2024-09-17,Returned,Credit Card,BlueDart,113.0,6.95,106.05,0.0,89.6
ORD-037506,CUST-014549,2024-05-24,Delivered,UPI,FastLogistics,367.0,14.29,352.71,0.0,73.22
ORD-037507,CUST-012302,2024-07-23,Delivered,UPI,BlueDart,238.0,15.09,222.91,0.0,89.95
ORD-037508,CUST-012347,2024-09-22,Delivered,UPI,FastLogistics,390.0,28.31,361.69,0.0,86.16
ORD-037509,CUST-014302,2024-04-28,Delivered,Credit Card,ExpressCargo,130.0,1.76,128.24,0.0,70.69
ORD-037510,CUST-004180,2024-05-06,Delivered,UPI,FastLogistics,1168.0,22.18,1145.82,0.0,72.13
ORD-037511,CUST-004513,2024-07-13,Delivered,COD,FastLogistics,65.0,4.11,60.89,5.0,82.59
ORD-037512,CUST-000480,2024-06-22,Delivered,UPI,FastLogistics,121.0,3.48,117.52,0.0,72.59
ORD-037513,CUST-013963,2024-04-20,Delivered,Credit Card,BlueDart,39.0,1.07,37.93,5.0,88.5
ORD-037514,CUST-006014,2024-05-21,Delivered,UPI,BlueDart,622.0,20.43,601.57,0.0,87.82
ORD-037515,CUST-010807,2024-04-10,Delivered,UPI,FastLogistics,38.0,0.72,37.28,5.0,74.44
ORD-037516,CUST-014781,2024-08-18,Delivered,Net Banking,FastLogistics,187.06,15.44,171.62,0.0,84.52
ORD-037517,CUST-009564,2024-07-22,Delivered,UPI,FastLogistics,28.0,1.36,26.64,5.0,87.33
ORD-037518,CUST-000732,2024-07-16,Delivered,Credit Card,ExpressCargo,124.0,5.08,118.92,0.0,77.04
ORD-037519,CUST-008485,2024-08-03,Delivered,Credit Card,FastLogistics,65.0,3.28,61.72,5.0,83.5
ORD-037520,CUST-006718,2024-06-30,Delivered,UPI,BlueDart,92.0,1.68,90.32,0.0,89.16
ORD-037521,CUST-012754,2024-06-30,Delivered,UPI,BlueDart,847.0,24.48,822.52,0.0,85.62
ORD-037522,CUST-006692,2024-09-13,Delivered,Credit Card,FastLogistics,16.0,1.43,14.57,5.0,84.89
ORD-037523,CUST-010608,2024-04-15,Delivered,UPI,ExpressCargo,140.0,1.52,138.48,0.0,70.43
ORD-037524,CUST-006032,2024-08-31,Delivered,Net Banking,FastLogistics,412.12,28.23,383.89,0.0,84.82
ORD-037525,CUST-008805,2024-05-13,Delivered,Credit Card,BlueDart,90.0,3.5,86.5,0.0,88.51
ORD-037526,CUST-000811,2024-06-24,Delivered,Net Banking,BlueDart,274.0,4.54,269.46,0.0,87.71
ORD-037527,CUST-002776,2024-04-05,Delivered,Net Banking,ExpressCargo,79.0,1.16,77.84,5.0,69.76
ORD-037528,CUST-012050,2024-04-08,Delivered,Credit Card,FastLogistics,64.0,1.32,62.68,5.0,71.58
ORD-037529,CUST-012682,2024-04-10,Delivered,COD,ExpressCargo,190.0,2.75,187.25,0.0,70.59
ORD-037530,CUST-005184,2024-04-17,Delivered,UPI,FastLogistics,214.0,4.46,209.54,0.0,71.21
ORD-037531,CUST-001112,2024-04-30,Returned,UPI,FastLogistics,248.0,9.8,238.2,0.0,69.76
ORD-037532,CUST-004781,2024-09-16,Delivered,UPI,BlueDart,919.32,76.33,842.99,0.0,90.61
ORD-037533,CUST-004380,2024-08-13,Delivered,COD,FastLogistics,32.0,2.06,29.94,5.0,86.39
ORD-037534,CUST-005218,2024-04-30,Delivered,Net Banking,ExpressCargo,230.0,3.47,226.53,0.0,66.63
ORD-037535,CUST-003841,2024-08-28,Delivered,Credit Card,ExpressCargo,170.0,9.44,160.56,0.0,76.03
ORD-037536,CUST-005226,2024-05-12,Delivered,Credit Card,FastLogistics,286.0,9.11,276.89,0.0,70.09
ORD-037537,CUST-008438,2024-06-02,Delivered,COD,FastLogistics,218.5,3.86,214.64,0.0,70.44
ORD-037538,CUST-000333,2024-07-23,Delivered,Credit Card,ExpressCargo,359.12,25.52,333.6,0.0,73.5
ORD-037539,CUST-004724,2024-07-11,Delivered,UPI,FastLogistics,374.12,31.1,343.02,0.0,86.84
ORD-037540,CUST-005574,2024-07-23,Delivered,UPI,BlueDart,459.66,36.72,422.94,0.0,89.31
ORD-037541,CUST-004456,2024-09-25,Delivered,COD,FastLogistics,421.06,20.51,400.55,0.0,82.76
ORD-037542,CUST-000281,2024-05-15,Delivered,COD,FastLogistics,414.0,10.46,403.54,0.0,70.69
ORD-037543,CUST-000696,2024-05-25,Delivered,Net Banking,BlueDart,1023.0,16.31,1006.69,0.0,85.34
ORD-037544,CUST-012980,2024-04-04,Delivered,Credit Card,BlueDart,280.0,6.37,273.63,0.0,87.5
ORD-037545,CUST-005142,2024-04-28,Delivered,Credit Card,FastLogistics,565.0,18.12,546.88,0.0,69.84
ORD-037546,CUST-003876,2024-08-26,Delivered,Credit Card,ExpressCargo,195.0,15.42,179.58,0.0,73.67
ORD-037547,CUST-014273,2024-09-12,Delivered,Credit Card,FastLogistics,71.3,5.24,66.06,5.0,85.16
ORD-037548,CUST-011947,2024-05-04,Delivered,UPI,FastLogistics,978.0,15.59,962.41,0.0,73.55
ORD-037549,CUST-007508,2024-04-25,Delivered,Net Banking,FastLogistics,248.0,2.95,245.05,0.0,72.53
ORD-037550,CUST-009709,2024-06-19,Delivered,Credit Card,BlueDart,81.0,1.2,79.8,5.0,90.17
ORD-037551,CUST-007177,2024-09-27,Delivered,Credit Card,ExpressCargo,65.0,4.83,60.17,5.0,74.97
ORD-037552,CUST-004000,2024-07-09,Delivered,Credit Card,FastLogistics,187.06,9.74,177.32,0.0,83.03
ORD-037553,CUST-014404,2024-05-28,Delivered,COD,BlueDart,57.0,2.18,54.82,5.0,90.18
ORD-037554,CUST-000525,2024-06-22,Delivered,Credit Card,FastLogistics,450.0,13.64,436.36,0.0,71.38
ORD-037555,CUST-009241,2024-09-30,Delivered,COD,FastLogistics,268.3,12.49,255.81,0.0,83.28
ORD-037556,CUST-002684,2024-04-23,Delivered,UPI,FastLogistics,84.0,3.13,80.87,0.0,70.06
ORD-037557,CUST-009562,2024-06-21,Delivered,Net Banking,ExpressCargo,1040.0,39.07,1000.93,0.0,67.71
ORD-037558,CUST-011674,2024-08-24,Delivered,Credit Card,BlueDart,140.0,7.61,132.39,0.0,92.51
ORD-037559,CUST-008932,2024-09-18,Delivered,UPI,BlueDart,49.0,2.87,46.13,5.0,91.05
ORD-037560,CUST-003334,2024-05-24,Delivered,Net Banking,ExpressCargo,390.0,10.39,379.61,0.0,67.31
ORD-037561,CUST-008148,2024-05-01,Delivered,UPI,FastLogistics,251.0,5.31,245.69,0.0,71.71
ORD-037562,CUST-010888,2024-04-21,Delivered,UPI,FastLogistics,489.0,13.61,475.39,0.0,71.97
ORD-037563,CUST-001460,2024-09-08,Delivered,UPI,BlueDart,32.0,2.33,29.67,5.0,91.56
ORD-037564,CUST-009606,2024-08-24,Delivered,Credit Card,FastLogistics,187.0,15.73,171.27,0.0,85.73
ORD-037565,CUST-005645,2024-08-27,Delivered,Net Banking,FastLogistics,919.32,69.7,849.62,0.0,84.93
ORD-037566,CUST-006707,2024-08-29,Delivered,Credit Card,ExpressCargo,374.12,28.36,345.76,0.0,75.13
ORD-037567,CUST-008793,2024-04-22,Returned,UPI,BlueDart,298.0,3.42,294.58,0.0,86.27
ORD-037568,CUST-011801,2024-09-11,Delivered,UPI,FastLogistics,39.0,1.89,37.11,5.0,84.9
ORD-037569,CUST-014284,2024-04-08,Delivered,UPI,FastLogistics,161.0,3.07,157.93,0.0,72.36
ORD-037570,CUST-013840,2024-06-02,Delivered,Credit Card,ExpressCargo,335.0,10.16,324.84,0.0,70.8
ORD-037571,CUST-004827,2024-09-18,Delivered,Credit Card,ExpressCargo,66.0,4.58,61.42,5.0,74.19
ORD-037572,CUST-009181,2024-06-18,Delivered,Credit Card,ExpressCargo,76.0,2.95,73.05,5.0,65.17
ORD-037573,CUST-014585,2024-04-27,Delivered,UPI,ExpressCargo,978.0,25.67,952.33,0.0,65.66
ORD-037574,CUST-005750,2024-07-10,Delivered,Net Banking,FastLogistics,320.0,20.26,299.74,0.0,83.03
ORD-037575,CUST-001106,2024-06-20,Returned,COD,FastLogistics,84.0,1.78,82.22,0.0,75.04
ORD-037576,CUST-011164,2024-08-17,Delivered,COD,BlueDart,84.0,3.88,80.12,0.0,92.13
ORD-037577,CUST-013034,2024-05-15,Delivered,UPI,ExpressCargo,219.0,8.31,210.69,0.0,66.23
ORD-037578,CUST-009869,2024-06-15,Delivered,Credit Card,BlueDart,253.0,5.2,247.8,0.0,85.35
ORD-037579,CUST-013585,2024-05-07,Delivered,Credit Card,FastLogistics,423.0,7.53,415.47,0.0,72.64
ORD-037580,CUST-005391,2024-04-23,Delivered,COD,FastLogistics,1313.0,18.43,1294.57,0.0,73.15
ORD-037581,CUST-002448,2024-06-04,Delivered,Credit Card,ExpressCargo,123.0,4.45,118.55,0.0,70.72
ORD-037582,CUST-013102,2024-08-05,Delivered,UPI,FastLogistics,307.26,16.5,290.76,0.0,85.36
ORD-037583,CUST-000332,2024-05-12,Delivered,COD,FastLogistics,90.0,1.07,88.93,0.0,73.2
ORD-037584,CUST-003489,2024-06-30,Delivered,Credit Card,FastLogistics,118.0,4.26,113.74,0.0,72.29
ORD-037585,CUST-005057,2024-08-06,Delivered,UPI,BlueDart,299.5,23.25,276.25,0.0,90.36
ORD-037586,CUST-000603,2024-06-24,Delivered,UPI,ExpressCargo,978.0,27.67,950.33,0.0,70.42
ORD-037587,CUST-012789,2024-04-08,Delivered,UPI,FastLogistics,190.0,6.64,183.36,0.0,73.47
ORD-037588,CUST-005143,2024-07-30,Delivered,Credit Card,ExpressCargo,28.0,2.23,25.77,5.0,77.05
ORD-037589,CUST-013698,2024-09-26,Delivered,Credit Card,FastLogistics,120.0,7.49,112.51,0.0,82.31
ORD-037590,CUST-010843,2024-07-01,Delivered,Net Banking,FastLogistics,187.06,14.1,172.96,0.0,83.89
ORD-037591,CUST-013785,2024-06-14,Delivered,COD,FastLogistics,61.0,1.09,59.91,5.0,70.03
ORD-037592,CUST-009465,2024-09-26,Delivered,Net Banking,FastLogistics,28.0,2.48,25.52,5.0,84.18
ORD-037593,CUST-005644,2024-09-11,Delivered,UPI,FastLogistics,919.32,78.19,841.13,0.0,84.92
ORD-037594,CUST-003807,2024-09-13,Delivered,Credit Card,BlueDart,65.0,3.24,61.76,5.0,91.66
ORD-037595,CUST-013994,2024-05-13,Delivered,Credit Card,FastLogistics,42.0,1.27,40.73,5.0,72.08
